avg,max,med,min,q25,q75,std,activity
0.1552449723223236,7.857317915634084,-0.5568963371329948,-1.4373089428447965,-1.1393604008077183,0.975161500652972,1.7746658622388707,Bike
-0.6742691271090937,1.2421739427212946,-0.8074247603598739,-1.5249385467710084,-1.3412634443105864,-0.06678529016841692,0.7220830924986462,Bike
-0.005327083571292889,1.512194330201334,0.04656596056599514,-1.1826504317736044,-0.5111770004566476,0.4294056033128813,0.6251424921154137,Bike
0.07808753579283685,1.5593848843430747,0.12501763163886515,-1.145201117576818,-0.4654858080351024,0.49341470642742646,0.6424257978150046,Bike
-0.007514202876811834,1.3483450031678141,0.024876333754188705,-1.0591162932750644,-0.5377298863486161,0.3448285424995151,0.6014295350887766,Bike
0.17535678206741803,1.8222512776068762,0.18065281517598683,-1.0336041870795512,-0.4104700477843933,0.5547887970221654,0.6749068046864771,Bike
0.11826546568040651,1.5731635755806064,0.15070474413325974,-1.0291113807152548,-0.4779186310448401,0.49621720652185053,0.6621706193968943,Bike
0.11863696983232774,1.5429734133761617,0.1609269935261657,-1.1272718059515623,-0.44880102284461876,0.5075267555292864,0.6486904650016049,Bike
0.07782511550522458,1.4600711665516808,0.12010418658039065,-1.1261135577143597,-0.46959927679880875,0.42063339210111095,0.639454164719524,Bike
0.2469817635337755,1.7209871612891516,0.22770141745146918,-1.0048714640247733,-0.34519134195651135,0.7015497302151984,0.6591737075172682,Bike
0.2870327585552035,1.7035459348266955,0.3054473247286831,-0.8971045156792407,-0.33003433751144884,0.8171156001277735,0.6585312454913542,Bike
0.1745328925364264,1.6436457531443611,0.16207223265040333,-0.9296821566673938,-0.42552339445843657,0.652818789075835,0.6536935139910255,Bike
0.07165720981193681,1.5054991864542238,0.07366521682906502,-1.0281955348638476,-0.5487560361216237,0.6108518294172913,0.6599010860871115,Bike
0.08279545037189379,1.51410948038085,0.09624796238648667,-1.0822195331327622,-0.5321407106616014,0.533677802622952,0.6533135907095906,Bike
0.12125245001529913,1.6119784970202464,0.12288036343655606,-0.9437134137222746,-0.48706345822445646,0.6257453542232274,0.6523817867627809,Bike
0.11163739396744181,1.5978299490109142,0.15850943650689878,-0.9528772854455158,-0.48021695691743504,0.5407776105413775,0.6325198533774804,Bike
0.045173152347066876,1.5692661934410694,0.05106976402482524,-1.029056156193089,-0.543123535611602,0.43096658733627763,0.6539416847316727,Bike
0.03702534706968554,1.2687350313220256,0.09413453854012638,-1.01448562879785,-0.5225916753461056,0.42210199565172657,0.610979212783604,Bike
-0.01594429316209505,1.3535185202455937,0.010683729843483309,-1.096930706062373,-0.5507730214895313,0.2914180783739684,0.6230029922925386,Bike
-0.01683060227214619,1.2841107876392992,0.02163626214225687,-1.1322119086456646,-0.5242169918567181,0.3321239631141973,0.6026057463387096,Bike
0.048107017089494566,1.446136521511346,0.07705313176395774,-1.1246410470681747,-0.5321642371253419,0.4818063713948891,0.6675186194443439,Bike
-0.0191451456030806,1.30980525197651,0.03584500634979488,-1.1096585403801147,-0.5570026997402694,0.30955618667925144,0.614578525790985,Bike
-0.15603633593948166,1.284028138819939,-0.10751223715439123,-1.2960351497430955,-0.7050518814993386,0.2648503821778423,0.6361953992202698,Bike
-0.751518043217091,0.6577945388008228,-0.8994475252622891,-1.5336868636439114,-1.2421562248718376,-0.2721890793983536,0.5837980416127484,Bike
-0.3862018448714167,3.908562560267076,-0.7371641314917673,-1.4809056972646135,-1.1944056346707772,-0.069769714748335,1.1437300096162404,Bike
1.0334312944655066,7.606778140472043,0.42907847524101966,-1.5531564196565943,-0.3901494027005462,2.0909961346358177,1.9719225490026662,Bike
-0.0648296664233958,1.0570048465870572,0.009422902544289275,-1.3502675890986122,-0.6762046999769543,0.5087007038534591,0.6758510051825407,Bike
-0.016147782307028995,1.5804411012719533,-0.018105493415876653,-1.1768943201695825,-0.6644292100372928,0.5067052708784838,0.7118877198667699,Bike
-0.10312027472231716,1.189646008389778,-0.05924400847223503,-1.3415645952043709,-0.7056871512012628,0.4589425012706698,0.6545712052371397,Bike
-0.04378899061063168,1.2018881153724235,0.010642304578008301,-1.2428980491633097,-0.6377984565833236,0.4831048795319751,0.6527342285103379,Bike
-0.03249016779936385,1.4953649035174357,-0.035082023543319026,-1.3382964195717864,-0.6246561880982958,0.48227155825337326,0.6804671419533127,Bike
-0.050834740591665206,1.3716911951561868,-0.024403771501630242,-1.2987083187236892,-0.6417087473727262,0.4849449148433465,0.6517686129208107,Bike
0.015262675795692255,1.8281651375471692,0.041142444255548236,-1.2728524837334843,-0.5976205948775192,0.5741737261269715,0.6847393442571319,Bike
0.02171801134986928,1.646740292412744,0.03518634960229382,-1.2372833578280986,-0.5396641038469849,0.4641576599314812,0.6646308119882336,Bike
-0.01817580302723013,1.6532618559128647,0.0200790339943522,-1.2848016072127781,-0.5603226874485063,0.447134821342345,0.6501993385266603,Bike
-0.011874140427044912,1.4131665883896551,0.0076622255450052796,-1.2808337481109757,-0.5578612142975217,0.4839331641330294,0.6601396017904229,Bike
0.08568798372775209,1.8142351990476284,0.11631116652664397,-1.3542815704484787,-0.44695584023680585,0.5613063724091192,0.6759387032746373,Bike
-0.0827316335730314,1.4954896598919236,-0.032116879901090745,-1.2781730025973823,-0.7053098782344253,0.4347886554469992,0.6639428114123466,Bike
-0.0846952003232018,1.2413060097576583,-0.05180334876588967,-1.2394163590467513,-0.7116789305193002,0.4710962312035484,0.6669579260808428,Bike
0.011039775861224291,1.4741755350998842,0.03579154430142658,-1.2210885888619112,-0.5888374851868398,0.5524961441253721,0.6854034208239478,Bike
-0.0722297137085772,1.3955224896152243,-0.04194409140888869,-1.269224445167941,-0.5965910300809676,0.4112578907992931,0.6269843788943357,Bike
-0.1979657241971324,1.1445997397538215,-0.1713563684381394,-1.3119800696153143,-0.6998925944671957,0.27957015481492314,0.5879295243654602,Bike
